square_feet,bedrooms,bathrooms,age,garage,location_score,condition,Price
1588,4,3.238046616165664,36,2,5.975841009174566,good,500000
1152,4,2.475440408028546,34,2,5.341146876865639,good,449550
1949,4,3.3913020728634455,37,2,7.068729678089186,good,500000
2764,3,1.7512524035892978,13,2,8.345333263476181,fair,500000
1211,4,3.309763861302497,8,3,5.60453856991839,fair,373755
2403,2,1.838011541048275,31,1,2.9145434487958433,good,397871
1575,3,1.9227100709354406,12,2,5.881668882463295,fair,354198
1365,1,1.0,4,1,7.87021059802611,good,404710
1914,3,1.9182885994542194,38,2,7.30644485442482,good,500000
1171,3,2.1855236909133793,42,2,7.142279371715864,excellent,500000
1557,3,2.1575897147442777,12,1,6.0800100471882805,good,500000
1041,4,3.233898159680802,1,1,4.58145389567032,good,332735
3571,3,2.6430926238358827,9,1,7.272941482436702,fair,500000
2028,3,2.668705143236987,32,2,5.2485772849480625,good,496889
1440,3,2.0813495920265095,46,3,9.776145100070684,poor,360544
2171,3,2.1872334378766416,4,0,7.3557608125317735,good,500000
1910,3,1.744968542333715,1,2,5.629027546169073,good,462841
1823,2,1.2582389800511433,41,2,5.582922128917057,good,500000
2491,4,3.2894554899292374,9,2,6.3605836900796175,excellent,500000
2606,4,3.4846748470644693,15,3,6.1407471169673755,good,500000
1575,4,2.6296953384360235,68,2,8.175250663294932,excellent,500000
1539,3,2.0722607222541316,1,2,6.77962425461607,good,425111
1779,3,2.242078272912322,20,0,5.402552391637208,good,400257
500,5,3.834048347645882,1,1,9.335661027733675,fair,340066
787,3,2.007118944023506,9,2,6.573962497280334,good,383550
3093,3,2.377218313339227,32,0,7.653259513953345,excellent,500000
3315,1,1.0,11,2,5.587660238832861,good,500000
1800,3,2.2456643187365164,100,2,7.044673441616785,fair,445902
2461,3,2.41388527440111,16,2,6.966664986714793,fair,439881
2249,3,2.2519266809432814,7,1,3.6655260618557706,good,500000
4463,4,2.8690842328420296,4,2,9.52291266569096,good,500000
2895,3,2.2171170588222506,8,2,8.43596669138382,excellent,500000
1897,4,2.9734911122383996,9,4,5.904207025781019,poor,322179
1235,4,2.8889966910353615,1,1,4.846595389316217,good,478586
714,4,2.9223611811998693,9,3,7.021342420705328,good,424085
2162,4,3.479594151151415,12,2,6.6300465491215945,good,500000
1394,5,3.9182758343823716,25,2,7.033503422844844,excellent,500000
862,1,1.0,21,2,6.7873660942911345,poor,247977
1482,2,1.7090863213532206,24,1,7.259361483958889,excellent,472357
1134,1,1.0,0,1,8.67095854908771,good,402132
3349,4,3.3519373912759924,4,2,7.352154807692969,good,500000
2705,5,3.860892657659428,21,2,4.925516751635088,fair,500000
1993,3,2.2178093567987314,13,3,8.543844279068677,fair,497128
3183,5,3.884315077743083,0,2,8.96092184523243,good,500000
2061,2,1.0287371543794501,32,1,10.0,good,500000
1310,5,3.4119697593270586,29,2,4.814758950140603,fair,415595
3218,3,1.8918224980802834,15,2,6.864323019725412,excellent,500000
2431,2,1.5428829284291121,1,2,3.376851945216519,good,500000
1170,3,2.7697544998455275,29,2,7.329723734568814,good,447718
1847,3,2.9193900438577898,17,3,5.677699552749841,poor,408999
1299,3,2.441415330432227,30,3,9.38516869223743,good,500000
893,3,2.400253342483337,27,2,5.338077544972127,fair,248568
2740,4,2.459682679754178,32,2,3.9662254430491073,good,500000
3527,3,2.0871978600797934,14,3,5.793104388946221,good,500000
881,3,2.0136648744275285,3,2,3.536768343174294,good,370203
2450,4,2.813745720524665,22,0,7.626649181760965,good,500000
1479,4,2.949556854424563,19,2,3.4023754306155194,good,500000
1610,3,2.1083728266908617,27,1,6.542686371774738,good,479067
1526,3,1.6562100568872637,3,2,3.383282270215705,excellent,477328
1308,2,1.72437307683526,4,2,6.019553293195037,fair,393941
2038,2,1.1781770922780581,44,2,8.965067233706801,poor,424700
1335,4,3.071774059233345,27,0,7.040971837153693,good,499349
2216,2,2.122224800924992,47,2,5.204759592552599,good,460179
1959,3,1.974184622524073,28,2,6.453194766591374,excellent,500000
1808,4,2.240913743176101,18,2,6.52702530806667,good,500000
1273,2,1.4141987334359667,21,2,7.208945518765108,fair,339367
1538,4,3.330287890499571,43,2,4.44971245507876,excellent,500000
2604,3,2.837504236266178,17,1,7.388850910770996,excellent,500000
2400,5,3.381135121664275,20,1,2.443412552595837,fair,500000
1217,3,2.3990097669709565,3,3,5.5551731714542845,good,434534
2079,4,2.8604068629659842,12,3,5.767589236322683,excellent,500000
2601,4,2.9682154937087595,25,2,7.4499902391068575,good,500000
664,1,1.5433030041051103,6,1,6.533946279015304,good,338836
2434,4,2.5491089014814543,4,2,4.39165541921557,good,500000
1469,5,3.8261218984483722,7,2,5.022510311274477,fair,439504
2456,4,3.14030795152963,5,3,6.798020014321111,fair,500000
1389,4,3.3257358974818043,4,1,6.381398987203165,good,474712
556,5,3.779394946041269,11,0,5.63131383554638,fair,348321
697,3,2.3424151618512306,47,2,5.778749315732031,good,430506
2038,3,2.1325054297734627,14,2,7.544251995738934,fair,468760
2207,4,3.080738082373532,4,2,5.723461140696178,good,500000
1276,3,2.1470423173507767,1,0,6.36786313395639,fair,460451
2510,4,3.1864715669568153,23,2,9.754904882120815,fair,500000
670,5,3.63911689918691,9,3,4.364476044674115,excellent,470465
1947,3,2.363130118170656,34,4,3.722235902638012,fair,411073
1031,3,2.2412211558945065,21,2,7.675384497197911,fair,402691
1478,4,3.33781507523165,31,2,5.482035408058845,fair,500000
2037,3,2.2345818829234543,6,1,6.022643708386069,good,467238
1311,4,2.4680902595379357,23,2,5.328265432803329,fair,458865
1692,3,2.6285764502141973,6,2,6.110299788848732,fair,500000
2805,4,2.7282803097412143,55,2,8.897807168144512,good,500000
1538,2,1.303870098405354,20,2,7.703192687927179,poor,315083
2668,4,2.8213016117869523,7,1,7.793335267830466,excellent,500000
1096,3,2.662331427951245,6,1,4.375659416311032,excellent,454610
2423,4,2.3592977358063916,4,2,4.773269395170696,good,500000
3153,2,2.441324560097998,23,1,2.2413820107718596,good,500000
500,4,3.3168170427198156,4,1,5.285928768375869,good,460764
1362,5,3.816971674238748,18,4,7.935054779578488,excellent,500000
2461,3,2.2335317998151143,6,2,7.2754197736225565,poor,325189
1837,2,1.585666222457297,21,2,6.167730105571814,excellent,500000
2296,1,1.0,33,3,6.46654957442292,excellent,500000
1516,4,3.193564675785017,30,4,5.466671686136891,excellent,500000
2069,4,3.1666813398010345,28,2,6.807138323602676,good,500000
1875,3,2.2768742043765746,4,3,7.648817419220922,fair,490919
2934,3,2.1907984739078024,1,2,4.07616981888429,good,500000
2203,3,2.2046180149039465,24,2,6.949471531756022,fair,500000
2270,4,2.9415275158941956,9,2,7.898652306432001,excellent,500000
1670,3,2.590131029060119,11,2,5.877349566554946,good,479139
1609,6,4.678067016684259,0,2,7.551050918180875,good,500000
1653,2,1.0,6,2,10.0,good,500000
2315,4,3.1967702329589285,0,1,6.343485810519662,excellent,500000
1663,3,2.3084208584156323,42,2,7.089960575007986,good,500000
2231,3,2.244387373066231,5,1,5.392914374507913,good,500000
3660,4,2.8834444640733343,16,2,6.771876743903076,fair,500000
2696,4,3.337233815995804,0,2,7.190407437473456,good,500000
1739,6,4.784257938636857,21,2,6.792263510405207,excellent,500000
2960,2,1.2681366996529173,7,3,4.970457020436715,good,500000
1673,2,1.6221156861373605,45,3,6.809542656988176,excellent,500000
500,4,2.7085029796376143,43,2,8.693293908076456,fair,279805
1193,4,2.586114550563321,7,2,7.172953646771791,good,500000
503,3,2.0619848326230104,46,2,7.942980783607761,excellent,479587
1718,2,1.7587180417148276,100,1,6.144482044981059,poor,325821
2014,2,1.785937513612826,34,0,7.624850359135566,good,457242
3341,5,3.9039256260291877,37,2,6.918901757324789,excellent,500000
2261,2,1.7175287360543992,5,2,5.073633905469152,good,480372
1824,3,2.4048534861344875,17,2,6.977781507198312,good,500000
2663,3,2.0575555214331143,1,3,5.012455004839534,fair,484687
500,3,2.379576763402182,1,1,5.550679587672812,fair,413027
2188,2,1.7401228575683048,100,1,6.783992460938562,poor,367540
2616,3,2.476287398944072,7,4,6.945866410070186,good,500000
817,2,1.8566740114423927,27,1,4.716151302384306,good,326329
2915,4,3.212491154160319,32,2,8.080978656774315,fair,500000
2270,3,2.3554344622624748,39,2,7.35800941745071,excellent,500000
1667,3,2.571045071494928,100,2,5.442907346583674,good,500000
2506,5,3.742043622225282,5,1,4.193622805326237,good,500000
3816,4,2.735437604631685,0,1,6.282643131377853,excellent,500000
2145,3,2.201079910816871,10,1,5.83108442920826,good,500000
2198,3,2.0265292065580653,2,2,6.669710685579534,fair,409725
1632,3,2.0474465175076855,0,2,5.95532500826665,fair,395086
1320,4,2.9566443987853446,8,1,3.4888147088824852,excellent,500000
2664,6,4.262274023700011,30,2,5.917479592548262,excellent,500000
1315,4,2.907611541108288,16,3,6.04157133339753,good,395695
2057,4,2.4319155999138644,7,0,7.4504915371610885,fair,474800
1617,4,3.0639881122118817,21,2,5.452700488083425,excellent,500000
2383,3,2.2503616426086674,5,2,9.01801201005885,fair,500000
2266,2,1.2548734106795427,0,2,3.6325391740223645,excellent,500000
2830,4,3.1977737005297215,28,2,8.466751246703936,good,500000
1591,5,4.031271041287967,19,2,6.163521543682843,good,500000
1784,2,1.0177320406893078,28,3,7.789377308515334,fair,488127
1216,4,2.7711825664301357,0,3,6.6197022260880996,good,448469
1644,3,2.0192572950638104,36,2,8.209333304038203,good,500000
2301,3,1.9680290696673406,19,2,5.918957053170783,good,500000
2605,2,1.7488424525795245,16,2,4.852069362233282,fair,387942
1262,3,2.191852158368159,19,2,8.630756430906594,fair,357380
2695,4,2.9206455476068167,39,2,6.3297790311767885,excellent,500000
3084,3,1.6488412906779741,17,1,6.832337710436316,fair,500000
2330,4,3.190625409062768,17,2,8.352127871067193,good,500000
3501,4,2.628222481543958,93,2,4.952067136858348,excellent,500000
1380,5,3.7679797890798983,28,2,7.393236346458886,good,500000
1004,3,2.3332130813874574,11,3,5.6151578653056635,excellent,477910
577,3,2.6581975787515955,24,0,6.301745966533442,fair,372215
3196,2,1.1073538802642664,9,2,6.608418448076433,fair,500000
2523,6,3.5941463532537523,5,1,4.249667207829596,excellent,500000
1955,5,3.8051548634261083,18,3,5.331744435769348,good,500000
2223,3,2.790153354453256,52,2,8.526609338619709,fair,500000
1099,4,3.3716839058818313,52,2,7.829286782877194,fair,407532
3956,3,2.3128978245823877,8,2,6.406040634009147,good,500000
2103,4,2.852509144310386,15,2,6.864685187769339,poor,431675
2087,2,1.742136778991193,4,3,6.058636241545313,good,500000
2580,4,2.7079361400886595,100,2,8.534875078741972,good,500000
2384,2,1.6429073308068658,79,2,6.199471133308754,fair,388748
2179,4,3.151641047749988,20,3,6.847763138202272,good,500000
1367,4,3.3180629722496637,32,2,8.219045216213097,good,499420
2377,4,3.8278980116733234,25,1,5.33394277273114,good,500000
3505,1,1.0,17,2,8.83818377674534,fair,500000
3076,3,2.0973109122877505,1,4,4.204307885384935,fair,500000
3274,3,2.242327706342402,12,2,8.944463196669197,good,500000
1591,3,1.7192772285332647,22,1,5.940986624072038,good,453024
1208,2,1.2915860606732825,22,2,6.135951878262078,good,386688
1899,5,3.627215268566069,9,2,3.6649847432255855,good,480385
2044,4,2.842773480619622,56,1,5.817807923933461,good,500000
2875,3,2.2957064616101164,3,2,4.940290203459673,fair,500000
646,3,2.00327402028534,13,4,5.588530481939791,good,389238
3223,3,2.5863092001973413,23,2,6.294033551316681,good,500000
1873,4,3.000062119475459,23,2,7.936687421709358,excellent,500000
1658,3,2.247209903658416,20,2,6.811405027100939,good,500000
1190,5,3.6516315850461245,6,1,6.961514980101671,fair,454672
676,3,2.296557205157694,3,3,4.856720916731657,good,426999
2658,6,4.74752947940029,20,2,5.178868865595905,excellent,500000
2058,5,3.48986093528673,18,2,9.198087527526969,good,500000
968,3,2.052565053277423,3,2,5.39719844785513,good,418974
963,5,3.6588821913670007,24,2,8.984312378085944,excellent,500000
1731,2,1.0962387229580355,12,2,6.1354082016787,good,453872
3335,4,2.7542226420835507,22,1,6.503431904215256,good,500000
1792,3,2.107133737936602,36,3,8.105547740344894,good,500000
797,5,4.012316754213818,3,3,8.407838632907985,good,500000
1803,5,3.8287683987005776,0,2,6.333781159581369,good,500000
1781,4,3.0580769734102633,30,4,5.9176354197176915,poor,444479
500,4,3.2552693886503916,18,1,6.4161193272166805,good,426402
1956,3,2.208788463480181,24,2,7.006936292348177,good,500000
1815,2,1.6171394549786668,36,2,7.836955530304634,good,500000
2556,3,2.219033474120251,32,2,6.506344788491227,good,500000
3479,2,1.5796087048198886,64,2,7.428329447034731,fair,500000
2901,4,2.8251724027165253,15,2,8.957539598406411,good,500000
1784,3,1.5183548525170711,13,1,7.071964418397177,fair,427076
1114,6,4.459716251344108,10,2,6.967479284007167,excellent,500000
4058,4,3.426824440829982,3,1,4.221633762364898,good,500000
2047,4,3.2778646206724775,17,2,2.553904794756405,fair,421518
2011,2,1.7896192453773512,6,1,7.0825635938452525,good,453347
1980,5,4.1208392165418655,50,1,6.357763653078692,good,500000
2158,5,3.776597277288431,17,2,5.727825987627887,good,500000
1884,3,2.3091947122216787,17,2,6.865295306279517,fair,467385
1541,4,2.814704431369695,8,3,6.409394406204638,excellent,500000
1562,4,2.9051781431918853,1,2,8.191670375950848,fair,492030
1973,2,1.6847313449313424,0,2,6.629166302388467,excellent,500000
1565,3,2.611165331150645,11,3,5.379615072394749,fair,475401
1429,3,2.2081661172957,1,2,7.985249358438933,good,500000
2085,2,1.3649432205445766,18,1,6.1743033875806965,fair,428138
1796,3,2.2501583876569793,42,2,7.2898050255084605,good,500000
3203,2,1.6803620246787345,42,3,5.783883940710799,fair,487558
500,1,1.0,21,2,5.525259671753846,excellent,297033
2873,2,1.0,4,2,6.6262523452785445,excellent,500000
2996,5,3.584838945152525,39,1,6.519242965315527,good,500000
500,3,1.8837862722257523,43,1,7.21974055305025,excellent,500000
1725,5,3.5975579407058067,4,2,6.097031370035387,excellent,500000
1702,3,2.2056659043547584,26,2,3.7454603243444042,fair,373221
873,3,2.114025477293096,6,1,5.850839174617417,poor,242584
1377,3,2.6857402603412237,32,3,7.6907277007157235,good,500000
1111,3,2.348023429380696,100,3,6.05393588113534,fair,433764
3401,2,1.5901423078832484,0,2,6.1304248962281775,good,500000
2748,4,3.1866621432130207,45,3,7.979564758858905,good,500000
3017,3,1.9083500646657692,19,1,5.432040159111616,fair,495918
2577,4,3.3117335362260807,72,2,4.18579517263565,good,500000
1096,4,2.977270714039362,12,2,6.259053320711758,poor,367298
1580,2,1.7011441851723639,37,3,5.773739073126895,good,445687
2391,2,1.1784428300879535,1,3,5.0506305203701185,good,500000
1022,4,2.533872370195181,8,2,6.236932316151964,excellent,500000
2570,3,2.4953668974075085,1,3,7.2372584708701755,excellent,500000
1807,2,1.612922857829255,74,1,6.486067157648276,excellent,500000
1700,6,4.2293845336927465,33,3,6.960471609029357,poor,474567
2568,2,1.2391010756175918,38,4,9.220111547773135,fair,470579
2355,4,3.3376304353244306,55,1,5.9856817076636535,fair,487642
1711,6,4.143176432139802,1,2,6.917522951967005,good,500000
2927,3,2.742801885976789,9,0,5.7361799561012985,good,500000
1135,2,1.2298137796056394,1,2,5.230460420169541,excellent,472857
2492,2,1.6915175776825149,4,2,5.6226385198733455,good,500000
2474,3,2.1514144572753047,5,2,5.7818621427174675,good,500000
1752,2,1.680956229324703,12,3,7.039213696320688,fair,431530
2260,4,2.8367657993657422,6,2,10.0,good,500000
999,2,1.4511621281783118,2,2,5.425934845586239,excellent,305920
2739,3,2.2622757526187165,3,3,5.875062041576806,excellent,500000
1852,6,4.199343763265558,3,4,6.405315480333128,excellent,500000
1581,4,3.222247303626038,72,0,7.0936982730646205,good,500000
2839,4,2.8460359300585245,28,4,6.895326217932178,fair,500000
1436,3,2.1814200253979945,68,1,8.426143690922176,good,481132
873,4,2.7016951876174464,11,3,2.8604118941971874,fair,260670
754,3,1.4812999023614069,6,2,2.9196051947064907,good,285219
2484,3,2.1926916712199493,32,1,5.756182741984776,good,500000
975,2,2.2237846264838748,7,2,8.145950281315564,excellent,500000
3403,5,3.985381286369407,7,2,4.151527952591605,fair,500000
500,3,2.2442218860796816,5,2,1.988551490459364,fair,274497
3357,2,1.4211327512375198,2,1,7.356769109328813,excellent,500000
2168,3,2.256739767843614,5,2,6.865485835554072,good,500000
1922,3,2.414135734552563,8,3,4.864687389800856,good,500000
1564,4,2.6457561554073465,22,2,5.021690598918605,good,468324
2319,4,3.3342965084006617,1,1,5.045384420547988,fair,500000
1969,4,3.214614394632373,4,2,6.665802976210911,good,500000
2882,1,1.0,33,0,5.560527085725489,good,500000
2091,3,2.3815427216429184,3,3,7.2410958784632795,excellent,500000
2120,3,2.255884997308197,8,3,2.218060005643413,excellent,500000
1709,1,1.0,39,2,5.214722202308301,excellent,500000
1954,3,2.427544240122413,3,2,4.8109190586334245,excellent,500000
2246,4,2.893787786717693,1,3,6.115488982441262,fair,500000
631,2,1.3279194681309296,13,2,5.692928362264793,fair,301359
921,3,2.280556888578596,7,3,7.69676566984365,excellent,500000
2594,3,2.714706045448556,16,2,3.7109948425099137,fair,443529
2136,1,1.0,32,3,6.568237214496128,excellent,414447
1852,3,1.809742420274268,2,2,7.3375046348175585,good,500000
2014,6,4.549428252370955,17,2,9.284971154842932,good,500000
2278,4,3.0152663105568056,14,4,5.777351043359787,good,500000
1568,5,3.8020024993111226,3,2,6.9866879065287755,good,500000
1377,3,2.32318595937255,19,2,3.7942058111564525,good,500000
2156,2,1.4330393236095584,6,1,2.9120656935304643,good,498691
1217,3,2.6969590315806244,13,2,7.76716156367255,poor,395799
2326,3,1.7697288064570453,1,2,6.4916595595278945,excellent,500000
637,4,2.7514508925659262,12,1,8.267769034697634,excellent,500000
2823,2,1.4690235719552858,7,1,4.439895666545376,excellent,500000
2378,3,1.7570433566537498,34,2,7.279853209293129,good,500000
2204,2,1.4472436786703786,1,3,9.303226760815779,excellent,500000
2786,3,2.7484410497184055,10,2,7.129558412535899,fair,500000
3332,4,3.0062659464887886,12,1,6.914872258386573,good,500000
2811,3,2.319210271715605,25,2,6.512834121236525,good,500000
527,3,1.871950570448226,17,1,4.143677814311132,good,393535
976,3,2.0650915775881566,22,2,8.533359403565523,excellent,500000
1500,3,2.137441085902819,30,1,5.583713540292401,excellent,500000
2020,4,2.9046854709731296,39,1,7.256724884574526,good,500000
2414,5,4.1344931385011305,7,1,4.155448540143119,good,500000
1419,5,3.9173073182175373,15,2,4.730810503238329,good,467935
2149,4,2.6665626129188906,36,1,8.652631098833353,excellent,500000
1395,3,2.3239514335296017,91,2,5.979046566563236,poor,248339
1510,4,3.1494665245490356,44,2,8.679913214063816,excellent,500000
874,3,2.59204471155638,9,2,6.382654011412224,fair,405659
1261,3,2.724162205970512,4,2,3.737153340563214,fair,274334
918,4,2.6954717424516392,13,3,7.838101399597581,good,500000
1219,1,1.0,27,1,5.615161523366588,excellent,500000
2842,5,3.372726642325615,13,2,7.548033220275565,excellent,500000
1240,3,2.1797940422679054,13,1,6.537816301310123,good,418696
4105,4,3.1399075123339,36,1,4.185322658085695,good,500000
2394,4,3.2962003549767305,8,2,6.746442148055854,fair,476906
2147,5,3.727214692907243,39,2,9.794334713229198,fair,500000
1313,4,2.9040457430235467,10,3,7.239479687771689,good,500000
2560,4,3.045527397674622,7,2,6.413723370491805,excellent,500000
1539,2,1.249457129510993,12,4,8.113015102935346,good,500000
2097,3,2.8768616165084318,28,0,6.816002697804667,fair,432331
4048,2,1.0177016918645825,2,1,6.814301345394192,good,500000
1923,4,3.0554221736687173,4,0,4.862562241761346,excellent,500000
2919,3,2.8570818657688917,60,1,6.850772038684397,fair,484352
1437,4,3.002039953367999,3,2,8.053165124625417,good,500000
1972,1,1.0,16,2,5.245906771849963,fair,336370
3416,2,1.3927663731568718,17,0,8.636743731870421,good,500000
1498,4,2.9458824954712775,13,3,6.362440963782311,excellent,500000
3449,2,1.911854542402959,20,3,5.168345732692189,fair,500000
2566,2,1.0,5,2,7.996448115380367,good,500000
1550,1,1.2100301103888977,16,1,6.069808646392596,good,383983
2505,5,3.3228128542649564,9,1,7.6392723312291615,good,500000
2778,4,2.9200043012296755,21,1,6.062362051612194,excellent,500000
2497,3,2.1212266739104013,3,1,6.4102607847051445,good,500000
743,3,2.426565980931216,16,2,7.240340306501437,excellent,447245
1418,3,1.7705626944348758,4,1,6.936345586385009,good,500000
1801,4,3.138651799824583,6,2,3.5067023293223922,good,500000
1940,4,3.607292886986056,4,4,4.818134389858413,fair,482957
2496,2,1.091047798622157,4,2,7.894114977186224,fair,445969
2142,2,1.5569118502831187,34,3,6.301795116647679,excellent,500000
931,2,1.3014053466610174,6,1,5.714403045842867,good,387855
2304,4,3.127766161857911,52,2,4.4621389771137885,good,500000
2488,4,3.0057443332247256,70,2,4.880395518086227,excellent,500000
2447,3,2.057553927286707,16,1,3.4673020400570786,fair,433866
2864,1,1.0,3,0,6.3480789219477005,fair,405654
2667,2,2.041304432936023,9,2,5.60234362912843,excellent,500000
2367,5,3.69272886248181,31,2,5.050118163522027,good,500000
1943,3,2.4659273826444545,9,2,6.397814862248071,excellent,500000
671,4,2.612018112638651,1,2,7.045955946279107,good,474999
2343,4,2.7130690869545973,16,2,9.639796898314916,excellent,500000
2166,3,2.3917218833641134,37,0,4.23217487065518,poor,432111
2217,3,2.6952348085607896,31,2,8.239071564950784,fair,500000
978,2,1.606684004635698,3,1,7.959652341522608,good,361719
1135,4,2.9060825908430536,22,1,5.331360890934949,good,500000
2842,4,2.999787421627006,4,4,6.804853931879046,fair,500000
1968,4,2.6248776798090847,4,2,5.813550125993578,good,500000
2545,3,2.4313545979066102,41,2,6.7785328706281085,excellent,500000
2022,1,1.0146999186970227,5,2,8.763696520106826,good,500000
2023,5,3.6143729001500757,6,2,7.40840934894697,fair,500000
